Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Kohl's,1189833,5/9/2021,West,California,Los Angeles,Women's Street Footwear,50,700,35000,14000,Outlet
Kohl's,1189833,5/10/2021,West,California,Los Angeles,Women's Athletic Footwear,50,650,32500,11375,Outlet
Kohl's,1189833,5/11/2021,West,California,Los Angeles,Men's Apparel,60,650,39000,21450,Outlet
Kohl's,1189833,5/12/2021,West,California,Los Angeles,Women's Apparel,65,700,45500,9100,Outlet
Kohl's,1189833,5/13/2021,West,California,Los Angeles,Men's Street Footwear,50,800,40000,16000,Outlet
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,55,800,44000,11000,Outlet
Kohl's,1189833,5/15/2021,West,California,Los Angeles,Women's Street Footwear,50,650,32500,13000,Outlet
Kohl's,1189833,5/16/2021,West,California,Los Angeles,Women's Athletic Footwear,50,625,31250,10937.5,Outlet
Kohl's,1189833,5/17/2021,West,California,Los Angeles,Men's Apparel,60,600,36000,19800,Outlet
Kohl's,1189833,5/18/2021,West,California,Los Angeles,Women's Apparel,65,650,42250,8450,Outlet
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,50,825,41250,16500,Outlet
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,55,825,45375,11343.75,Outlet
Kohl's,1189833,5/21/2021,West,California,Los Angeles,Women's Street Footwear,50,675,33750,13500,Outlet
Kohl's,1189833,5/22/2021,West,California,Los Angeles,Women's Athletic Footwear,50,650,32500,11375,Outlet
Kohl's,1189833,5/23/2021,West,California,Los Angeles,Men's Apparel,60,600,36000,19800,Outlet
Kohl's,1189833,5/24/2021,West,California,Los Angeles,Women's Apparel,65,700,45500,9100,Outlet
Kohl's,1189833,5/25/2021,West,California,Los Angeles,Men's Street Footwear,50,900,45000,18000,Outlet
Kohl's,1189833,5/26/2021,West,California,Los Angeles,Men's Athletic Footwear,55,900,49500,12375,Outlet
Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,50,700,35000,14000,Outlet
Kohl's,1189833,5/28/2021,West,California,Los Angeles,Women's Athletic Footwear,50,700,35000,12250,Outlet
Kohl's,1189833,5/29/2021,West,California,Los Angeles,Men's Apparel,60,625,37500,20625,Outlet
Kohl's,1189833,5/30/2021,West,California,Los Angeles,Women's Apparel,65,725,47125,9425,Outlet
Foot Locker,1185732,5/31/2021,West,California,Los Angeles,Men's Street Footwear,45,475,21375,8550,Outlet
Foot Locker,1185732,6/1/2021,West,California,Los Angeles,Men's Athletic Footwear,45,275,12375,4331.25,Outlet
Foot Locker,1185732,6/2/2021,West,California,Los Angeles,Women's Street Footwear,35,275,9625,3368.75,Outlet
Foot Locker,1185732,6/3/2021,West,California,Los Angeles,Women's Athletic Footwear,40,125,5000,2000,Outlet
Foot Locker,1185732,6/4/2021,Midwest,Illinois,Chicago,Men's Apparel,55,175,9625,3368.75,Outlet
Foot Locker,1185732,6/5/2021,Midwest,Illinois,Chicago,Women's Apparel,45,275,12375,6187.5,Outlet
Foot Locker,1185732,6/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,45,525,23625,9450,Outlet
Foot Locker,1185732,6/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,175,7875,2756.25,Outlet
Foot Locker,1185732,6/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,35,225,7875,2756.25,Outlet
Foot Locker,1185732,6/9/2021,Unknown,Illinois,Chicago,Women's Athletic Footwear,40,100,4000,1600,Outlet
Foot Locker,1185732,6/10/2021,Midwest,Illinois,Chicago,Men's Apparel,55,175,9625,3368.75,Outlet
Foot Locker,1185732,6/11/2021,Midwest,Illinois,Chicago,Women's Apparel,45,275,12375,6187.5,Outlet
Foot Locker,1185732,6/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,495,24750,9900,Outlet
Foot Locker,1185732,6/13/2021,Unknown,Illinois,Chicago,Men's Athletic Footwear,50,200,10000,3500,Outlet
Foot Locker,1185732,6/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,225,9000,3150,Outlet
Foot Locker,1185732,6/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,3375,1350,Outlet
Foot Locker,1185732,6/16/2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,7500,2625,Outlet
Foot Locker,1185732,6/17/2021,Midwest,Illinois,Chicago,Women's Apparel,50,225,11250,5625,Outlet
Foot Locker,1185732,6/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,450,22500,9000,Outlet
Foot Locker,1185732,6/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,150,7500,2625,Outlet
Foot Locker,1185732,6/20/2021,Unknown,Illinois,Chicago,Women's Street Footwear,40,150,6000,2100,Outlet
Foot Locker,1185732,6/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45,75,3375,1350,Outlet
Foot Locker,1185732,6/22/2021,Midwest,Illinois,Chicago,Men's Apparel,60,100,6000,2100,Outlet
Foot Locker,1185732,6/23/2021,Midwest,Illinois,Chicago,Women's Apparel,50,225,11250,5625,Outlet
Foot Locker,1185732,6/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,495,29700,11880,Outlet
Foot Locker,1185732,6/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,55,200,11000,3850,Outlet
Foot Locker,1185732,6/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,175,8750,3062.5,Outlet
Foot Locker,1185732,6/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,100,5000,2000,Outlet
Foot Locker,1185732,6/28/2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,7500,2625,Outlet
Foot Locker,1185732,6/29/2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,16250,8125,Outlet
Foot Locker,1185732,6/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,25000,10000,Outlet
Foot Locker,1185732,7/1/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,250,11250,3937.5,Outlet
Foot Locker,1185732,7/2/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,8000,2800,Outlet
Foot Locker,1185732,7/3/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,7000,2800,Outlet
Foot Locker,1185732,7/4/2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,8750,3062.5,Outlet
Foot Locker,1185732,7/5/2021,Midwest,Illinois,Chicago,Women's Apparel,55,350,19250,9625,Outlet
Foot Locker,1185732,7/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,575,28750,11500,Outlet
Foot Locker,1185732,7/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,325,14625,5118.75,Outlet
Foot Locker,1185732,7/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,10000,3500,Outlet
Foot Locker,1185732,7/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,200,8000,3200,Outlet
Foot Locker,1185732,7/10/2021,Midwest,Illinois,Chicago,Men's Apparel,50,225,11250,3937.5,Outlet
Foot Locker,1185732,7/11/2021,Midwest,Illinois,Chicago,Women's Apparel,55,400,22000,11000,Outlet
Foot Locker,1185732,7/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,550,27500,11000,Outlet
Foot Locker,1185732,7/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,325,14625,5118.75,Outlet
Foot Locker,1185732,7/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,250,10000,3500,Outlet
Foot Locker,1185732,7/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,225,9000,3600,Outlet
Foot Locker,1185732,7/16/2021,Midwest,Illinois,Chicago,Men's Apparel,50,200,10000,3500,Outlet
Foot Locker,1185732,7/17/2021,Midwest,Illinois,Chicago,Women's Apparel,55,375,20625,10312.5,Outlet
Foot Locker,1185732,7/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50,500,25000,10000,Outlet
Foot Locker,1185732,7/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,300,13500,4725,Outlet
Foot Locker,1185732,7/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40,200,8000,2800,Outlet
Foot Locker,1185732,7/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,7000,2800,Outlet
Foot Locker,1185732,7/22/2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,8750,3062.5,Outlet
Foot Locker,1185732,7/23/2021,Midwest,Illinois,Chicago,Women's Apparel,55,250,13750,6875,Outlet
Foot Locker,1185732,7/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,425,25500,10200,Outlet
Foot Locker,1185732,7/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,250,12500,4375,Outlet
Foot Locker,1185732,7/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,150,7500,2625,Outlet
Foot Locker,1185732,7/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,125,6250,2500,Outlet
Foot Locker,1185732,7/28/2021,Midwest,Illinois,Chicago,Men's Apparel,60,125,7500,2625,Outlet
Foot Locker,1185732,7/29/2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,16250,8125,Outlet
Foot Locker,1185732,7/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,400,24000,9600,Outlet
Foot Locker,1185732,7/31/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,250,12500,4375,Outlet
Foot Locker,1185732,8/1/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,195,9750,3412.5,Outlet
Foot Locker,1185732,8/2/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,175,8750,3500,Outlet
Foot Locker,1185732,8/3/2021,Midwest,Illinois,Chicago,Men's Apparel,60,150,9000,3150,Outlet
Foot Locker,1185732,8/4/2021,Midwest,Illinois,Chicago,Women's Apparel,65,250,16250,8125,Outlet
Foot Locker,1185732,8/5/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60,500,30000,12000,Outlet
Foot Locker,1185732,8/6/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50,300,15000,5250,Outlet
Foot Locker,1185732,8/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,250,12500,4375,Outlet
Foot Locker,1185732,8/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,200,10000,4000,Outlet
Foot Locker,1185732,8/9/2021,Midwest,Illinois,Chicago,Men's Apparel,60,200,12000,4200,Outlet
Foot Locker,1185732,8/10/2021,Midwest,Illinois,Chicago,Women's Apparel,65,300,19500,9750,Outlet
Sports Direct,1197831,8/11/2021,Midwest,Illinois,Chicago,Men's Street Footwear,20,725,14500,4350,Outlet
Sports Direct,1197831,8/12/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,30,725,21750,6525,Outlet
Sports Direct,1197831,8/13/2021,Midwest,Illinois,Chicago,Women's Street Footwear,30,525,15750,4725,Outlet
Sports Direct,1197831,8/14/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,35,525,18375,7350,Outlet
Sports Direct,1197831,8/15/2021,South,Texas,Dallas,Men's Apparel,40,375,15000,3750,Outlet
Sports Direct,1197831,8/16/2021,South,Texas,Dallas,Women's Apparel,35,525,18375,8268.75,Outlet
Sports Direct,1197831,8/17/2021,South,Texas,Dallas,Men's Street Footwear,25,675,16875,5062.5,Outlet
Sports Direct,1197831,8/18/2021,South,Texas,Dallas,Men's Athletic Footwear,35,650,22750,6825,Outlet
Sports Direct,1197831,8/19/2021,South,Texas,Dallas,Women's Street Footwear,35,475,16625,4987.5,Outlet
Sports Direct,1197831,8/20/2021,South,Texas,Dallas,Women's Athletic Footwear,35,425,14875,5950,Outlet
Sports Direct,1197831,8/21/2021,South,Texas,Dallas,Men's Apparel,40,300,12000,3000,Outlet
Sports Direct,1197831,8/22/2021,South,Texas,Dallas,Women's Apparel,35,500,17500,7875,Outlet
Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's Street Footwear,30,675,20250,7087.5,Outlet
Sports Direct,1197831,8/24/2021,South,Texas,Dallas,Men's Athletic Footwear,40,675,27000,9450,Outlet
Sports Direct,1197831,8/25/2021,South,Texas,Dallas,Women's Street Footwear,30,500,15000,5250,Outlet
Sports Direct,1197831,8/26/2021,South,Texas,Dallas,Women's Athletic Footwear,35,400,14000,6300,Outlet
Sports Direct,1197831,8/27/2021,South,Texas,Dallas,Men's Apparel,40,300,12000,3600,Outlet
Sports Direct,1197831,8/28/2021,South,Texas,Dallas,Women's Apparel,35,450,15750,7875,Outlet
Sports Direct,1197831,8/29/2021,South,Texas,Dallas,Men's Street Footwear,20,700,14000,4900,Outlet
Sports Direct,1197831,8/30/2021,South,Texas,Dallas,Men's Athletic Footwear,30,700,21000,7350,Outlet
Sports Direct,1197831,8/31/2021,South,Texas,Dallas,Women's Street Footwear,25,525,13125,4593.75,Outlet
Sports Direct,1197831,9/1/2021,South,Texas,Dallas,Women's Athletic Footwear,30,425,12750,5737.5,Outlet
Sports Direct,1197831,9/2/2021,South,Texas,Dallas,Men's Apparel,35,325,11375,3412.5,Outlet
Sports Direct,1197831,9/3/2021,South,Texas,Dallas,Women's Apparel,30,600,18000,9000,Outlet
Sports Direct,1197831,9/4/2021,South,Texas,Dallas,Men's Street Footwear,20,750,15000,5250,Outlet
Sports Direct,1197831,9/5/2021,South,Texas,Dallas,Men's Athletic Footwear,30,775,23250,8137.5,Outlet
Sports Direct,1197831,9/6/2021,South,Texas,Dallas,Women's Street Footwear,25,625,15625,5468.75,Outlet
Sports Direct,1197831,9/7/2021,South,Texas,Dallas,Women's Athletic Footwear,35,550,19250,8662.5,Outlet
Sports Direct,1197831,9/8/2021,South,Texas,Dallas,Men's Apparel,50,450,22500,6750,Outlet
Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's Apparel,45,800,36000,18000,Outlet
Sports Direct,1197831,9/10/2021,South,Texas,Dallas,Men's Street Footwear,45,800,36000,12600,Outlet
Sports Direct,1197831,9/11/2021,South,Texas,Dallas,Men's Athletic Footwear,50,800,40000,14000,Outlet
Sports Direct,1197831,9/12/2021,South,Texas,Dallas,Women's Street Footwear,45,650,29250,10237.5,Outlet
Sports Direct,1197831,9/13/2021,South,Texas,Dallas,Women's Athletic Footwear,45,600,27000,12150,Outlet
Sports Direct,1197831,9/14/2021,South,Texas,Dallas,Men's Apparel,50,500,25000,7500,Outlet
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,55,875,48125,24062.5,Outlet
Sports Direct,1197831,9/16/2021,South,Texas,Dallas,Men's Street Footwear,45,825,37125,14850,Outlet
Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's Athletic Footwear,50,825,41250,16500,Outlet
Sports Direct,1197831,9/18/2021,South,Texas,Dallas,Women's Street Footwear,45,975,43875,17550,Outlet
Sports Direct,1197831,9/19/2021,South,Texas,Dallas,Women's Athletic Footwear,45,575,25875,12937.5,Outlet
Sports Direct,1197831,9/20/2021,South,Texas,Dallas,Men's Apparel,50,575,28750,10062.5,Outlet
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,60,850,51000,28050,Outlet
Sports Direct,1197831,9/22/2021,South,Texas,Dallas,Men's Street Footwear,50,800,40000,16000,Outlet
Sports Direct,1197831,9/23/2021,South,Texas,Dallas,Men's Athletic Footwear,55,800,44000,17600,Outlet
Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's Street Footwear,50,975,48750,19500,Outlet
Sports Direct,1197831,9/25/2021,South,Texas,Dallas,Women's Athletic Footwear,50,525,26250,13125,Outlet
Sports Direct,1197831,9/26/2021,South,Texas,Dallas,Men's Apparel,55,525,28875,10106.25,Outlet
Sports Direct,1197831,9/27/2021,South,Texas,Dallas,Women's Apparel,60,775,46500,25575,Outlet
Sports Direct,1197831,9/28/2021,South,Texas,Dallas,Men's Street Footwear,55,725,39875,15950,Outlet
Sports Direct,1197831,9/29/2021,South,Texas,Dallas,Men's Athletic Footwear,55,675,37125,14850,Outlet
Sports Direct,1197831,9/30/2021,South,Texas,Dallas,Women's Street Footwear,60,725,43500,17400,Outlet
Sports Direct,1197831,10/1/2021,South,Texas,Dallas,Women's Athletic Footwear,60,450,27000,13500,Outlet
Sports Direct,1197831,10/2/2021,South,Texas,Dallas,Men's Apparel,55,450,24750,8662.5,Outlet
Sports Direct,1197831,10/3/2021,South,Texas,Dallas,Women's Apparel,50,675,33750,18562.5,Outlet
Sports Direct,1197831,10/4/2021,South,Texas,Dallas,Men's Street Footwear,40,625,25000,10000,Outlet
Sports Direct,1197831,10/5/2021,South,Texas,Dallas,Men's Athletic Footwear,40,625,25000,10000,Outlet
Sports Direct,1197831,10/6/2021,South,Texas,Dallas,Women's Street Footwear,45,575,25875,10350,Outlet
Sports Direct,1197831,10/7/2021,South,Texas,Dallas,Women's Athletic Footwear,45,425,19125,9562.5,Outlet
Sports Direct,1197831,10/8/2021,South,Texas,Dallas,Men's Apparel,40,400,16000,5600,Outlet
Sports Direct,1197831,10/9/2021,South,Texas,Dallas,Women's Apparel,50,575,28750,15812.5,Outlet
Sports Direct,1197831,10/10/2021,South,Texas,Dallas,Men's Street Footwear,40,725,29000,11600,Outlet
Sports Direct,1197831,10/11/2021,South,Texas,Dallas,Men's Athletic Footwear,40,725,29000,11600,Outlet
Sports Direct,1197831,10/12/2021,South,Texas,Dallas,Women's Street Footwear,65,650,42250,16900,Outlet
Sports Direct,1197831,10/13/2021,South,Texas,Dallas,Women's Athletic Footwear,65,500,32500,16250,Outlet
Sports Direct,1197831,10/14/2021,South,Texas,Dallas,Men's Apparel,60,475,28500,9975,Outlet
Sports Direct,1197831,10/15/2021,South,Texas,Dallas,Women's Apparel,70,675,47250,25987.5,Outlet
Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Men's Street Footwear,60,825,49500,19800,Outlet
Sports Direct,1197831,10/17/2021,South,Texas,Dallas,Men's Athletic Footwear,60,825,49500,19800,Outlet
Sports Direct,1197831,10/18/2021,South,Texas,Dallas,Women's Street Footwear,65,725,47125,18850,Outlet
Sports Direct,1197831,10/19/2021,South,Texas,Dallas,Women's Athletic Footwear,65,575,37375,18687.5,Outlet
Sports Direct,1197831,10/20/2021,South,Texas,Dallas,Men's Apparel,60,525,31500,11025,Outlet
Sports Direct,1197831,10/21/2021,South,Texas,Dallas,Women's Apparel,70,775,54250,29837.5,Outlet
Foot Locker,1185732,10/22/2021,South,Texas,Dallas,Men's Street Footwear,45,425,19125,10518.75,Outlet
Foot Locker,1185732,10/23/2021,South,Texas,Dallas,Men's Athletic Footwear,45,225,10125,3543.75,Outlet
Foot Locker,1185732,10/24/2021,South,Texas,Dallas,Women's Street Footwear,35,225,7875,3150,Outlet
Foot Locker,1185732,10/25/2021,South,Texas,Dallas,Women's Athletic Footwear,40,75,3000,1200,Outlet
Foot Locker,1185732,10/26/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,55,125,6875,2406.25,Outlet
Foot Locker,1185732,10/27/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,45,225,10125,3037.5,Outlet
Foot Locker,1185732,10/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,45,475,21375,11756.25,Outlet
Foot Locker,1185732,10/29/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45,125,5625,1968.75,Outlet
Foot Locker,1185732,10/30/2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,35,175,6125,2450,Outlet
Foot Locker,1185732,10/31/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,40,50,2000,800,Outlet
Foot Locker,1185732,11/1/2021,Northeast,Pennsylvania,Philadelphia,Men's Apparel,55,125,6875,2406.25,Outlet
Foot Locker,1185732,11/2/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,45,225,10125,3037.5,Outlet
Foot Locker,1185732,11/3/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,50,445,22250,12237.5,Outlet
